field_id,title,matched_phrase,replaced_title,candidate_acronym,cui,sab,tty,sty,score,rank,chosen,has_conflict,domain
22225,Mitochondrial genotype probabilities,mitochondrial,MT genotype probabilities,MT,,UMLS,META,,100,1,True,False,medical
22225,Mitochondrial genotype probabilities,genotype,MT TT probabilities,TT,,ADAM,META,,90,1,True,False,medical
22297,Analysis date,analysis,TA date,TA,,ADAM,META,,90,1,True,False,medical
22297,Analysis date,analysis,TA date,MA,,ADAM,META,,90,2,False,False,medical
22297,Analysis date,analysis,TA date,PA,,ADAM,META,,90,3,False,False,medical
22297,Analysis date,analysis,TA date,RA,,ADAM,META,,90,4,False,False,medical
22298,Impedance,impedance,Z0,Z0,,ADAM,META,,90,1,True,False,medical
22299,Acceleration,acceleration,ACC,ACC,,UMLS,META,,100,1,True,False,medical
22299,Acceleration,acceleration,ACC,+GZ,,ADAM,META,,90,2,False,False,medical
22301,Chromosome 1 genotype intensities,genotype,Chromosome 1 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22302,Chromosome 2 genotype intensities,genotype,Chromosome 2 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22303,Chromosome 3 genotype intensities,genotype,Chromosome 3 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22304,Chromosome 4 genotype intensities,genotype,Chromosome 4 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22305,Chromosome 5 genotype intensities,genotype,Chromosome 5 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22306,Chromosome 6 genotype intensities,genotype,Chromosome 6 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22307,Chromosome 7 genotype intensities,genotype,Chromosome 7 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22308,Chromosome 8 genotype intensities,genotype,Chromosome 8 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22309,Chromosome 9 genotype intensities,genotype,Chromosome 9 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22310,Chromosome 10 genotype intensities,genotype,Chromosome 10 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22311,Chromosome 11 genotype intensities,genotype,Chromosome 11 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22312,Chromosome 12 genotype intensities,genotype,Chromosome 12 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22313,Chromosome 13 genotype intensities,genotype,Chromosome 13 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22314,Chromosome 14 genotype intensities,genotype,Chromosome 14 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22315,Chromosome 15 genotype intensities,genotype,Chromosome 15 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22316,Chromosome 16 genotype intensities,genotype,Chromosome 16 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22317,Chromosome 17 genotype intensities,genotype,Chromosome 17 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22318,Chromosome 18 genotype intensities,genotype,Chromosome 18 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22319,Chromosome 19 genotype intensities,genotype,Chromosome 19 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22320,Chromosome 20 genotype intensities,genotype,Chromosome 20 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22321,Chromosome 21 genotype intensities,genotype,Chromosome 21 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22322,Chromosome 22 genotype intensities,genotype,Chromosome 22 TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22323,Chromosome X genotype intensities,genotype,Chromosome X TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22324,Chromosome Y genotype intensities,genotype,Chromosome Y TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22325,Mitochondrial genotype intensities,mitochondrial,MT genotype intensities,MT,,UMLS,META,,100,1,True,False,medical
22325,Mitochondrial genotype intensities,genotype,MT TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22330,PQ interval,interval,PQ SI,SI,,ADAM,META,,90,1,True,False,medical
22330,PQ interval,interval,PQ SI,RI,,ADAM,META,,90,2,False,False,medical
22330,PQ interval,interval,PQ SI,TI,,ADAM,META,,90,3,False,False,medical
22331,QT interval,interval,QT SI,SI,,ADAM,META,,90,1,True,False,medical
22331,QT interval,interval,QT SI,RI,,ADAM,META,,90,2,False,False,medical
22331,QT interval,interval,QT SI,TI,,ADAM,META,,90,3,False,False,medical
22332,QTC interval,interval,QTC SI,SI,,ADAM,META,,90,1,True,False,medical
22332,QTC interval,interval,QTC SI,RI,,ADAM,META,,90,2,False,False,medical
22332,QTC interval,interval,QTC SI,TI,,ADAM,META,,90,3,False,False,medical
22333,RR interval,interval,RR SI,SI,,ADAM,META,,90,1,True,False,medical
22333,RR interval,interval,RR SI,RI,,ADAM,META,,90,2,False,False,medical
22333,RR interval,interval,RR SI,TI,,ADAM,META,,90,3,False,False,medical
22334,PP interval,interval,PP SI,SI,,ADAM,META,,90,1,True,False,medical
22334,PP interval,interval,PP SI,RI,,ADAM,META,,90,2,False,False,medical
22334,PP interval,interval,PP SI,TI,,ADAM,META,,90,3,False,False,medical
22402,Proton density fat fraction (PDFF),proton density,PD fat fraction (PDFF),PD,,UMLS,META,,100,1,True,False,medical
22402,Proton density fat fraction (PDFF),fat fraction,PD FF (PDFF),FF,,UMLS,META,,100,1,True,False,medical
22403,Anterior thigh fat-free muscle volume (right),anterior,AH thigh fat-free muscle volume (right),AH,,ADAM,META,,90,1,True,False,medical
22403,Anterior thigh fat-free muscle volume (right),anterior,AH thigh fat-free muscle volume (right),AC,,ADAM,META,,90,2,False,False,medical
22403,Anterior thigh fat-free muscle volume (right),anterior,AH thigh fat-free muscle volume (right),AL,,ADAM,META,,90,3,False,False,medical
22403,Anterior thigh fat-free muscle volume (right),anterior,AH thigh fat-free muscle volume (right),HA,,ADAM,META,,90,4,False,False,medical
22403,Anterior thigh fat-free muscle volume (right),fat free,AH thigh FF muscle volume (right),FF,,UMLS,META,,100,1,True,False,medical
22403,Anterior thigh fat-free muscle volume (right),muscle volume,AH thigh FF MV (right),MV,,UMLS,META,,100,1,True,False,medical
22403,Anterior thigh fat-free muscle volume (right),right,AH thigh FF MV (R),R,,UMLS,META,,100,1,True,False,medical
22404,Posterior thigh fat-free muscle volume (right),posterior,PO thigh fat-free muscle volume (right),PO,,UMLS,META,,100,1,True,False,medical
22404,Posterior thigh fat-free muscle volume (right),posterior,PO thigh fat-free muscle volume (right),PH,,ADAM,META,,90,2,False,False,medical
22404,Posterior thigh fat-free muscle volume (right),fat free,PO thigh FF muscle volume (right),FF,,UMLS,META,,100,1,True,False,medical
22404,Posterior thigh fat-free muscle volume (right),muscle volume,PO thigh FF MV (right),MV,,UMLS,META,,100,1,True,False,medical
22404,Posterior thigh fat-free muscle volume (right),right,PO thigh FF MV (R),R,,UMLS,META,,100,1,True,False,medical
22405,Anterior thigh fat-free muscle volume (left),anterior,AH thigh fat-free muscle volume (left),AH,,ADAM,META,,90,1,True,False,medical
22405,Anterior thigh fat-free muscle volume (left),anterior,AH thigh fat-free muscle volume (left),AC,,ADAM,META,,90,2,False,False,medical
22405,Anterior thigh fat-free muscle volume (left),anterior,AH thigh fat-free muscle volume (left),AL,,ADAM,META,,90,3,False,False,medical
22405,Anterior thigh fat-free muscle volume (left),anterior,AH thigh fat-free muscle volume (left),HA,,ADAM,META,,90,4,False,False,medical
22405,Anterior thigh fat-free muscle volume (left),fat free,AH thigh FF muscle volume (left),FF,,UMLS,META,,100,1,True,False,medical
22405,Anterior thigh fat-free muscle volume (left),muscle volume,AH thigh FF MV (left),MV,,UMLS,META,,100,1,True,False,medical
22405,Anterior thigh fat-free muscle volume (left),left,AH thigh FF MV (L),L,,UMLS,META,,100,1,True,False,medical
22406,Posterior thigh fat-free muscle volume (left),posterior,PO thigh fat-free muscle volume (left),PO,,UMLS,META,,100,1,True,False,medical
22406,Posterior thigh fat-free muscle volume (left),posterior,PO thigh fat-free muscle volume (left),PH,,ADAM,META,,90,2,False,False,medical
22406,Posterior thigh fat-free muscle volume (left),fat free,PO thigh FF muscle volume (left),FF,,UMLS,META,,100,1,True,False,medical
22406,Posterior thigh fat-free muscle volume (left),muscle volume,PO thigh FF MV (left),MV,,UMLS,META,,100,1,True,False,medical
22406,Posterior thigh fat-free muscle volume (left),left,PO thigh FF MV (L),L,,UMLS,META,,100,1,True,False,medical
22407,Visceral adipose tissue volume (VAT),visceral adipose tissue,VAT volume (VAT),VAT,,UMLS,META,,100,1,True,False,medical
22408,Abdominal subcutaneous adipose tissue volume (ASAT),abdominal,AB subcutaneous adipose tissue volume (ASAT),AB,,UMLS,META,,100,1,True,False,medical
22408,Abdominal subcutaneous adipose tissue volume (ASAT),subcutaneous adipose tissue,AB SCAT volume (ASAT),SCAT,,UMLS,META,,100,1,True,False,medical
22408,Abdominal subcutaneous adipose tissue volume (ASAT),subcutaneous adipose tissue,AB SCAT volume (ASAT),SAT,,UMLS,META,,100,2,False,False,medical
22409,Total thigh fat-free muscle volume,fat free,Total thigh FF muscle volume,FF,,UMLS,META,,100,1,True,False,medical
22409,Total thigh fat-free muscle volume,muscle volume,Total thigh FF MV,MV,,UMLS,META,,100,1,True,False,medical
22412,Thigh error indicator (left),left,Thigh error indicator (L),L,,UMLS,META,,100,1,True,False,medical
22413,Thigh error indicator (right),right,Thigh error indicator (R),R,,UMLS,META,,100,1,True,False,medical
22414,Image quality indicator,quality indicator,Image QI,QI,,UMLS,META,,100,1,True,False,medical
22415,Total adipose tissue volume,adipose tissue volume,Total ATV,ATV,,UMLS,META,,100,1,True,False,medical
22416,Total lean tissue volume,tissue volume,Total lean VT,VT,,UMLS,META,,100,1,True,False,medical
22418,Genotype calls,genotype,TT calls,TT,,ADAM,META,,90,1,True,False,medical
22419,Genotype confidences,genotype,TT confidences,TT,,ADAM,META,,90,1,True,False,medical
22420,LV ejection fraction,lv ejection fraction,LVEF,LVEF,,UMLS,META,,100,1,True,False,medical
22420,LV ejection fraction,lv ejection fraction,LVEF,L-VEF,,UMLS,META,,100,2,False,False,medical
22420,LV ejection fraction,lv ejection fraction,LVEF,LV-EF,,UMLS,META,,100,3,False,False,medical
22421,LV end diastolic volume,lv end diastolic volume,LVEDV,LVEDV,,UMLS,META,,100,1,True,False,medical
22422,LV end systolic volume,lv end systolic volume,LVESV,LVESV,,UMLS,META,,100,1,True,False,medical
22423,LV stroke volume,stroke volume,LV SV,SV,,UMLS,META,,100,1,True,False,medical
22423,LV stroke volume,stroke volume,LV SV,VS,,ADAM,META,,90,2,False,False,medical
22424,Cardiac output,cardiac output,QT,QT,,UMLS,META,,100,1,True,False,medical
22424,Cardiac output,cardiac output,QT,CO,,UMLS,META,,100,2,False,False,medical
22424,Cardiac output,cardiac output,QT,QC,,ADAM,META,,90,3,False,False,medical
22424,Cardiac output,cardiac output,QT,VB,,ADAM,META,,90,4,False,False,medical
22424,Cardiac output,cardiac output,QT,CCO,,ADAM,META,,90,5,False,False,medical
22425,Cardiac index,cardiac index,CI,CI,,UMLS,META,,100,1,True,False,medical
22425,Cardiac index,cardiac index,CI,CL,,ADAM,META,,90,2,False,False,medical
22425,Cardiac index,cardiac index,CI,IC,,ADAM,META,,90,3,False,False,medical
22426,Average heart rate,average,AV heart rate,AV,,UMLS,META,,100,1,True,False,medical
22426,Average heart rate,heart rate,AV HR,HR,,UMLS,META,,100,1,True,False,medical
22426,Average heart rate,heart rate,AV HR,FC,,ADAM,META,,90,2,False,False,medical
22426,Average heart rate,heart rate,AV HR,FH,,ADAM,META,,90,3,False,False,medical
22426,Average heart rate,heart rate,AV HR,HF,,ADAM,META,,90,4,False,False,medical
22427,Body surface area,body surface area,BSA,BSA,,UMLS,META,,100,1,True,False,medical
22427,Body surface area,body surface area,BSA,LVMI,,ADAM,META,,90,2,False,False,medical
22430,Genotype intensities,genotype,TT intensities,TT,,ADAM,META,,90,1,True,False,medical
22431,"Genotype copy number variants, log2ratios",genotype,"TT copy number variants, log2ratios",TT,,ADAM,META,,90,1,True,False,medical
22431,"Genotype copy number variants, log2ratios",copy number,"TT CN variants, log2ratios",CN,,UMLS,META,,100,1,True,False,medical
22432,Total abdominal adipose tissue index,abdominal,Total AB adipose tissue index,AB,,UMLS,META,,100,1,True,False,medical
22432,Total abdominal adipose tissue index,adipose tissue,Total AB AT index,AT,,UMLS,META,,100,1,True,False,medical
22434,Abdominal fat ratio,abdominal fat,AF ratio,AF,,ADAM,META,,90,1,True,False,medical
22436,10P Liver PDFF (proton density fat fraction),proton density,10P Liver PDFF (PD fat fraction),PD,,UMLS,META,,100,1,True,False,medical
22436,10P Liver PDFF (proton density fat fraction),fat fraction,10P Liver PDFF (PD FF),FF,,UMLS,META,,100,1,True,False,medical
22437,Genotype copy number variants B-allele frequencies,genotype,TT copy number variants B-allele frequencies,TT,,ADAM,META,,90,1,True,False,medical
22437,Genotype copy number variants B-allele frequencies,copy number,TT CN variants B-allele frequencies,CN,,UMLS,META,,100,1,True,False,medical
22437,Genotype copy number variants B-allele frequencies,frequencies,TT CN variants B-allele RF,RF,,ADAM,META,,90,1,True,False,medical
22437,Genotype copy number variants B-allele frequencies,frequencies,TT CN variants B-allele RF,FC,,ADAM,META,,90,2,False,False,medical
22501,Year ended full time education,full time,Year ended FT education,FT,,Vanderbilt Clinic Notes,META,,80,1,True,False,medical
22611,Workplace had a lot of cigarette smoke from other people smoking,cigarette smoke,Workplace had a lot of CS from other people smoking,CS,,UMLS,META,,100,1,True,False,medical
22615,Workplace had a lot of diesel exhaust,diesel exhaust,Workplace had a lot of DE,DE,,ADAM,META,,90,1,True,False,medical
22670,Minimum carotid IMT (intima-medial thickness) at 120 degrees ,intima medial thickness,Minimum carotid IMT (IMT) at 120 degrees ,IMT,,UMLS,META,,100,1,True,False,medical
22671,Mean carotid IMT (intima-medial thickness) at 120 degrees ,intima medial thickness,Mean carotid IMT (IMT) at 120 degrees ,IMT,,UMLS,META,,100,1,True,False,medical
22672,Maximum carotid IMT (intima-medial thickness) at 120 degrees ,intima medial thickness,Maximum carotid IMT (IMT) at 120 degrees ,IMT,,UMLS,META,,100,1,True,False,medical
22673,Minimum carotid IMT (intima-medial thickness) at 150 degrees ,intima medial thickness,Minimum carotid IMT (IMT) at 150 degrees ,IMT,,UMLS,META,,100,1,True,False,medical
22674,Mean carotid IMT (intima-medial thickness) at 150 degrees ,intima medial thickness,Mean carotid IMT (IMT) at 150 degrees ,IMT,,UMLS,META,,100,1,True,False,medical
22675,Maximum carotid IMT (intima-medial thickness) at 150 degrees ,intima medial thickness,Maximum carotid IMT (IMT) at 150 degrees ,IMT,,UMLS,META,,100,1,True,False,medical
22676,Minimum carotid IMT (intima-medial thickness) at 210 degrees ,intima medial thickness,Minimum carotid IMT (IMT) at 210 degrees ,IMT,,UMLS,META,,100,1,True,False,medical
22677,Mean carotid IMT (intima-medial thickness) at 210 degrees ,intima medial thickness,Mean carotid IMT (IMT) at 210 degrees ,IMT,,UMLS,META,,100,1,True,False,medical
22678,Maximum carotid IMT (intima-medial thickness) at 210 degrees ,intima medial thickness,Maximum carotid IMT (IMT) at 210 degrees ,IMT,,UMLS,META,,100,1,True,False,medical
22679,Minimum carotid IMT (intima-medial thickness) at 240 degrees ,intima medial thickness,Minimum carotid IMT (IMT) at 240 degrees ,IMT,,UMLS,META,,100,1,True,False,medical
22680,Mean carotid IMT (intima-medial thickness) at 240 degrees ,intima medial thickness,Mean carotid IMT (IMT) at 240 degrees ,IMT,,UMLS,META,,100,1,True,False,medical
22681,Maximum carotid IMT (intima-medial thickness) at 240 degrees ,intima medial thickness,Maximum carotid IMT (IMT) at 240 degrees ,IMT,,UMLS,META,,100,1,True,False,medical
22682,Quality control indicator for IMT at 120 degrees,quality control,QC indicator for IMT at 120 degrees,QC,,UMLS,META,,100,1,True,False,medical
22682,Quality control indicator for IMT at 120 degrees,quality control,QC indicator for IMT at 120 degrees,IQC,,ADAM,META,,90,2,False,False,medical
22683,Quality control indicator for IMT at 150 degrees,quality control,QC indicator for IMT at 150 degrees,QC,,UMLS,META,,100,1,True,False,medical
22683,Quality control indicator for IMT at 150 degrees,quality control,QC indicator for IMT at 150 degrees,IQC,,ADAM,META,,90,2,False,False,medical
22684,Quality control indicator for IMT at 210 degrees,quality control,QC indicator for IMT at 210 degrees,QC,,UMLS,META,,100,1,True,False,medical
22684,Quality control indicator for IMT at 210 degrees,quality control,QC indicator for IMT at 210 degrees,IQC,,ADAM,META,,90,2,False,False,medical
22685,Quality control indicator for IMT at 240 degrees,quality control,QC indicator for IMT at 240 degrees,QC,,UMLS,META,,100,1,True,False,medical
22685,Quality control indicator for IMT at 240 degrees,quality control,QC indicator for IMT at 240 degrees,IQC,,ADAM,META,,90,2,False,False,medical
22686,Home location at assessment - east co-ordinate (100m resolution),resolution,Home location at assessment - east co-ordinate (100m RS),RS,,UMLS,META,,100,1,True,False,medical
22687,Home location at assessment - north co-ordinate (100m resolution),resolution,Home location at assessment - north co-ordinate (100m RS),RS,,UMLS,META,,100,1,True,False,medical
22688,Home location at assessment - east co-ordinate (1km resolution),resolution,Home location at assessment - east co-ordinate (1km RS),RS,,UMLS,META,,100,1,True,False,medical
22689,Home location at assessment - north co-ordinate (1km resolution),resolution,Home location at assessment - north co-ordinate (1km RS),RS,,UMLS,META,,100,1,True,False,medical
22701,Home location - east co-ordinate (100m resolution) [obsolete],resolution,Home location - east co-ordinate (100m RS) [obsolete],RS,,UMLS,META,,100,1,True,False,medical
22702,Home location - east co-ordinate (1km resolution) [obsolete],resolution,Home location - east co-ordinate (1km RS) [obsolete],RS,,UMLS,META,,100,1,True,False,medical
22703,Home location - north co-ordinate (100m resolution) [obsolete],resolution,Home location - north co-ordinate (100m RS) [obsolete],RS,,UMLS,META,,100,1,True,False,medical
22704,Home location - north co-ordinate (1km resolution) [obsolete],resolution,Home location - north co-ordinate (1km RS) [obsolete],RS,,UMLS,META,,100,1,True,False,medical
22825,Mitochondrial imputation and haplotype results,mitochondrial,MT imputation and haplotype results,MT,,UMLS,META,,100,1,True,False,medical
22828,Imputation from genotype (WTCHG),genotype,Imputation from TT (WTCHG),TT,,ADAM,META,,90,1,True,False,medical
23000,1gG antigen for Herpes Simplex virus-1,antigen,1gG AG for Herpes Simplex virus-1,AG,,UMLS,META,,100,1,True,False,medical
23000,1gG antigen for Herpes Simplex virus-1,antigen,1gG AG for Herpes Simplex virus-1,BA,,ADAM,META,,90,2,False,False,medical
23000,1gG antigen for Herpes Simplex virus-1,antigen,1gG AG for Herpes Simplex virus-1,HY,,ADAM,META,,90,3,False,False,medical
23000,1gG antigen for Herpes Simplex virus-1,antigen,1gG AG for Herpes Simplex virus-1,TA,,ADAM,META,,90,4,False,False,medical
23000,1gG antigen for Herpes Simplex virus-1,herpes simplex virus 1,1gG AG for HSV-1,HSV-1,,UMLS,META,,100,1,True,False,medical
23000,1gG antigen for Herpes Simplex virus-1,herpes simplex virus 1,1gG AG for HSV-1,HSV1,,UMLS,META,,100,2,False,False,medical
23001,2mgG unique antigen for Herpes Simplex virus-2,antigen,2mgG unique AG for Herpes Simplex virus-2,AG,,UMLS,META,,100,1,True,False,medical
23001,2mgG unique antigen for Herpes Simplex virus-2,antigen,2mgG unique AG for Herpes Simplex virus-2,BA,,ADAM,META,,90,2,False,False,medical
23001,2mgG unique antigen for Herpes Simplex virus-2,antigen,2mgG unique AG for Herpes Simplex virus-2,HY,,ADAM,META,,90,3,False,False,medical
23001,2mgG unique antigen for Herpes Simplex virus-2,antigen,2mgG unique AG for Herpes Simplex virus-2,TA,,ADAM,META,,90,4,False,False,medical
23001,2mgG unique antigen for Herpes Simplex virus-2,herpes simplex virus 2,2mgG unique AG for HSV-2,HSV-2,,UMLS,META,,100,1,True,False,medical
23001,2mgG unique antigen for Herpes Simplex virus-2,herpes simplex virus 2,2mgG unique AG for HSV-2,HSV2,,UMLS,META,,100,2,False,False,medical
23001,2mgG unique antigen for Herpes Simplex virus-2,herpes simplex virus 2,2mgG unique AG for HSV-2,HSVII,,UMLS,META,,100,3,False,False,medical
23002,gE / gI antigen for Varicella Zoster Virus ,antigen,gE / gI AG for Varicella Zoster Virus ,AG,,UMLS,META,,100,1,True,False,medical
23002,gE / gI antigen for Varicella Zoster Virus ,antigen,gE / gI AG for Varicella Zoster Virus ,BA,,ADAM,META,,90,2,False,False,medical
23002,gE / gI antigen for Varicella Zoster Virus ,antigen,gE / gI AG for Varicella Zoster Virus ,HY,,ADAM,META,,90,3,False,False,medical
23002,gE / gI antigen for Varicella Zoster Virus ,antigen,gE / gI AG for Varicella Zoster Virus ,TA,,ADAM,META,,90,4,False,False,medical
23002,gE / gI antigen for Varicella Zoster Virus ,varicella zoster virus,gE / gI AG for VZV ,VZV,,UMLS,META,,100,1,True,False,medical
23003,VCA p18 antigen for Epstein-Barr Virus,antigen,VCA p18 AG for Epstein-Barr Virus,AG,,UMLS,META,,100,1,True,False,medical
23003,VCA p18 antigen for Epstein-Barr Virus,antigen,VCA p18 AG for Epstein-Barr Virus,BA,,ADAM,META,,90,2,False,False,medical
23003,VCA p18 antigen for Epstein-Barr Virus,antigen,VCA p18 AG for Epstein-Barr Virus,HY,,ADAM,META,,90,3,False,False,medical
23003,VCA p18 antigen for Epstein-Barr Virus,antigen,VCA p18 AG for Epstein-Barr Virus,TA,,ADAM,META,,90,4,False,False,medical
23003,VCA p18 antigen for Epstein-Barr Virus,epstein barr virus,VCA p18 AG for EBV,EBV,,UMLS,META,,100,1,True,False,medical
23004,EBNA-1 antigen for Epstein-Barr Virus,antigen,EBNA-1 AG for Epstein-Barr Virus,AG,,UMLS,META,,100,1,True,False,medical
23004,EBNA-1 antigen for Epstein-Barr Virus,antigen,EBNA-1 AG for Epstein-Barr Virus,BA,,ADAM,META,,90,2,False,False,medical
23004,EBNA-1 antigen for Epstein-Barr Virus,antigen,EBNA-1 AG for Epstein-Barr Virus,HY,,ADAM,META,,90,3,False,False,medical
23004,EBNA-1 antigen for Epstein-Barr Virus,antigen,EBNA-1 AG for Epstein-Barr Virus,TA,,ADAM,META,,90,4,False,False,medical
23004,EBNA-1 antigen for Epstein-Barr Virus,epstein barr virus,EBNA-1 AG for EBV,EBV,,UMLS,META,,100,1,True,False,medical
23005,ZEBRA antigen for Epstein-Barr Virus,antigen,ZEBRA AG for Epstein-Barr Virus,AG,,UMLS,META,,100,1,True,False,medical
23005,ZEBRA antigen for Epstein-Barr Virus,antigen,ZEBRA AG for Epstein-Barr Virus,BA,,ADAM,META,,90,2,False,False,medical
23005,ZEBRA antigen for Epstein-Barr Virus,antigen,ZEBRA AG for Epstein-Barr Virus,HY,,ADAM,META,,90,3,False,False,medical
23005,ZEBRA antigen for Epstein-Barr Virus,antigen,ZEBRA AG for Epstein-Barr Virus,TA,,ADAM,META,,90,4,False,False,medical
23005,ZEBRA antigen for Epstein-Barr Virus,epstein barr virus,ZEBRA AG for EBV,EBV,,UMLS,META,,100,1,True,False,medical
23006,EA-D antigen for Epstein-Barr Virus,antigen,EA-D AG for Epstein-Barr Virus,AG,,UMLS,META,,100,1,True,False,medical
23006,EA-D antigen for Epstein-Barr Virus,antigen,EA-D AG for Epstein-Barr Virus,BA,,ADAM,META,,90,2,False,False,medical
23006,EA-D antigen for Epstein-Barr Virus,antigen,EA-D AG for Epstein-Barr Virus,HY,,ADAM,META,,90,3,False,False,medical
23006,EA-D antigen for Epstein-Barr Virus,antigen,EA-D AG for Epstein-Barr Virus,TA,,ADAM,META,,90,4,False,False,medical
23006,EA-D antigen for Epstein-Barr Virus,epstein barr virus,EA-D AG for EBV,EBV,,UMLS,META,,100,1,True,False,medical
23007,pp150 Nter antigen for Human Cytomegalovirus,antigen,pp150 Nter AG for Human Cytomegalovirus,AG,,UMLS,META,,100,1,True,False,medical
23007,pp150 Nter antigen for Human Cytomegalovirus,antigen,pp150 Nter AG for Human Cytomegalovirus,BA,,ADAM,META,,90,2,False,False,medical
23007,pp150 Nter antigen for Human Cytomegalovirus,antigen,pp150 Nter AG for Human Cytomegalovirus,HY,,ADAM,META,,90,3,False,False,medical
23007,pp150 Nter antigen for Human Cytomegalovirus,antigen,pp150 Nter AG for Human Cytomegalovirus,TA,,ADAM,META,,90,4,False,False,medical
23007,pp150 Nter antigen for Human Cytomegalovirus,human cytomegalovirus,pp150 Nter AG for HCMV,HCMV,,UMLS,META,,100,1,True,False,medical
23008,pp 52 antigen for Human Cytomegalovirus,antigen,pp 52 AG for Human Cytomegalovirus,AG,,UMLS,META,,100,1,True,False,medical
23008,pp 52 antigen for Human Cytomegalovirus,antigen,pp 52 AG for Human Cytomegalovirus,BA,,ADAM,META,,90,2,False,False,medical
23008,pp 52 antigen for Human Cytomegalovirus,antigen,pp 52 AG for Human Cytomegalovirus,HY,,ADAM,META,,90,3,False,False,medical
23008,pp 52 antigen for Human Cytomegalovirus,antigen,pp 52 AG for Human Cytomegalovirus,TA,,ADAM,META,,90,4,False,False,medical
23008,pp 52 antigen for Human Cytomegalovirus,human cytomegalovirus,pp 52 AG for HCMV,HCMV,,UMLS,META,,100,1,True,False,medical
23009,pp 28 antigen for Human Cytomegalovirus,antigen,pp 28 AG for Human Cytomegalovirus,AG,,UMLS,META,,100,1,True,False,medical
23009,pp 28 antigen for Human Cytomegalovirus,antigen,pp 28 AG for Human Cytomegalovirus,BA,,ADAM,META,,90,2,False,False,medical
23009,pp 28 antigen for Human Cytomegalovirus,antigen,pp 28 AG for Human Cytomegalovirus,HY,,ADAM,META,,90,3,False,False,medical
23009,pp 28 antigen for Human Cytomegalovirus,antigen,pp 28 AG for Human Cytomegalovirus,TA,,ADAM,META,,90,4,False,False,medical
23009,pp 28 antigen for Human Cytomegalovirus,human cytomegalovirus,pp 28 AG for HCMV,HCMV,,UMLS,META,,100,1,True,False,medical
23010,IE1A antigen for Human Herpesvirus-6,antigen,IE1A AG for Human Herpesvirus-6,AG,,UMLS,META,,100,1,True,False,medical
23010,IE1A antigen for Human Herpesvirus-6,antigen,IE1A AG for Human Herpesvirus-6,BA,,ADAM,META,,90,2,False,False,medical
23010,IE1A antigen for Human Herpesvirus-6,antigen,IE1A AG for Human Herpesvirus-6,HY,,ADAM,META,,90,3,False,False,medical
23010,IE1A antigen for Human Herpesvirus-6,antigen,IE1A AG for Human Herpesvirus-6,TA,,ADAM,META,,90,4,False,False,medical
23010,IE1A antigen for Human Herpesvirus-6,human herpesvirus 6,IE1A AG for HHV-6,HHV-6,,UMLS,META,,100,1,True,False,medical
23010,IE1A antigen for Human Herpesvirus-6,human herpesvirus 6,IE1A AG for HHV-6,HHV6,,UMLS,META,,100,2,False,False,medical
23011,IE1B antigen for Human Herpesvirus-6,antigen,IE1B AG for Human Herpesvirus-6,AG,,UMLS,META,,100,1,True,False,medical
23011,IE1B antigen for Human Herpesvirus-6,antigen,IE1B AG for Human Herpesvirus-6,BA,,ADAM,META,,90,2,False,False,medical
23011,IE1B antigen for Human Herpesvirus-6,antigen,IE1B AG for Human Herpesvirus-6,HY,,ADAM,META,,90,3,False,False,medical
23011,IE1B antigen for Human Herpesvirus-6,antigen,IE1B AG for Human Herpesvirus-6,TA,,ADAM,META,,90,4,False,False,medical
23011,IE1B antigen for Human Herpesvirus-6,human herpesvirus 6,IE1B AG for HHV-6,HHV-6,,UMLS,META,,100,1,True,False,medical
23011,IE1B antigen for Human Herpesvirus-6,human herpesvirus 6,IE1B AG for HHV-6,HHV6,,UMLS,META,,100,2,False,False,medical
23012,p101 k antigen for Human Herpesvirus-6,antigen,p101 k AG for Human Herpesvirus-6,AG,,UMLS,META,,100,1,True,False,medical
23012,p101 k antigen for Human Herpesvirus-6,antigen,p101 k AG for Human Herpesvirus-6,BA,,ADAM,META,,90,2,False,False,medical
